!!!Welcome to Quantuam Gate Approximation App!!!
---------------------Start evaluating collection---------------------
Search space size 95509
--------------------------
Number of results:296
Query coordinate:
0,0,0,
T*H*t*H*t*H*t*H*T*H*T*T*H,0.8266326324743781262,1.9956677124198165529,1.9956677124198158868,Distance to target:0.141696
T*H*T*H*t*H*T*H*T*H*t*t*H,-0.8266326324743781262,-1.9956677124198165529,1.9956677124198158868,Distance to target:0.141696
t*H*t*H*T*H*t*H*t*H*T*T*H,0.8266326324743781262,-1.9956677124198165529,-1.9956677124198158868,Distance to target:0.141696
t*H*T*T*T*H*t*H*t*H*T*H*t*t*H,0.82663263247437546166,-1.9956677124198176632,-1.995667712419816775,Distance to target:0.141696
T*H*T*T*T*H*T*H*t*H*t*H*t*t*H,0.82663263247437546166,1.9956677124198176632,1.995667712419816775,Distance to target:0.141696
t*H*T*H*T*H*T*H*t*H*t*t*H,-0.8266326324743781262,1.9956677124198165529,-1.9956677124198158868,Distance to target:0.141696
T*H*t*t*t*H*T*H*T*H*t*H*T*T*H,-0.82663263247437546166,-1.9956677124198176632,1.995667712419816775,Distance to target:0.141696
T*T*H*T*H*t*t*t*H*T*H*T*H*t*H,-1.9956677124198174411,1.9956677124198156648,-0.82663263247437546166,Distance to target:0.141696
T*T*H*t*H*t*t*t*H*t*H*T*H*T*H,1.9956677124198174411,-1.9956677124198156648,-0.82663263247437546166,Distance to target:0.141696
t*H*t*t*t*H*t*H*T*H*T*H*T*T*H,-0.82663263247437546166,1.9956677124198176632,-1.995667712419816775,Distance to target:0.141696
T*H*t*H*t*H*T*H*t*H*t*H*T,-2.8223003448941934579,3.1333828253090543349e-15,0.82663263247437734904,Distance to target:0.141696
t*t*H*T*H*T*T*T*H*T*H*t*H*t*H,-1.9956677124198174411,-1.9956677124198156648,0.82663263247437546166,Distance to target:0.141696
t*H*T*H*T*H*t*H*T*H*T*H*t,2.8223003448941934579,3.1333828253090543349e-15,-0.82663263247437734904,Distance to target:0.141696
t*t*H*t*H*T*T*T*H*t*H*t*H*T*H,1.9956677124198174411,1.9956677124198156648,0.82663263247437546166,Distance to target:0.141696
t*H*t*H*T*H*T*H*T*H*t*H*t,-2.8223003448941934579,-3.1333828253090543349e-15,-0.82663263247437734904,Distance to target:0.141696
T*H*T*H*t*H*t*H*t*H*T*H*T,2.8223003448941934579,-3.1333828253090543349e-15,0.82663263247437734904,Distance to target:0.141696
t*H*t*H*t*t*t*H*T*H*T*H*t*t,-0.056420800407450497072,0.13621186154361195064,0.13621186154361195064,Distance to target:0.141696
t*t*H*t*t*t*H*t*H*T*H*t*H*t,-0.056420800407450247271,-0.13621186154361214493,0.1362118615436119784,Distance to target:0.141696
t*H*t*t*t*H*t*H*T*H*t*H*t*t,0.05642080040745031666,-0.13621186154361192289,0.13621186154361192289,Distance to target:0.141696
t*H*T*H*T*H*t*t*t*H*t*H*t*t,0.056420800407450490133,-0.13621186154361189513,0.1362118615436119784,Distance to target:0.141696
T*H*T*H*t*H*t*H*t*t*H*T*H*T*T,-0.82663263247437779313,-1.995667712419816997,1.9956677124198152207,Distance to target:0.141696
t*t*H*T*H*T*H*T*H*t*H*t*t*H*T,0.82663263247437313019,1.995667712419816775,-1.9956677124198187734,Distance to target:0.141696
T*T*H*t*H*t*H*t*H*T*H*T*T*H*t,-0.82663263247437313019,1.995667712419816775,1.9956677124198187734,Distance to target:0.141696
T*H*T*H*t*H*T*H*T*T*T*H*T*T,-0.82663263247437557268,-1.995667712419816775,1.9956677124198174411,Distance to target:0.141696
